Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2017-04-22 09:06:19,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-04-22 07:26:43,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR
2017-04-21 20:26:04,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-04-20 20:42:02,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR
2017-04-20 14:03:33,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-18 18:20:51,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20.0,Expense,INR
2017-04-18 13:19:27,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-17 19:56:53,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR
2017-04-17 19:56:53,Saving Bank account 1,Family,clothes,H&M clothes,1497.0,Expense,INR
2017-04-16 16:30:39,Saving Bank account 1,subscription,Tata Sky,No Description,192.0,Expense,INR
2017-04-14 20:04:31,Saving Bank account 1,Family,Pocket money,No Description,5000.0,Expense,INR
,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0,Expense,INR
,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,INR
,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,INR
,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR
,Cash,Food,snacks,egg roll,40.0,Expense,INR
,Cash,Food,Grocery,Half kg potato,10.0,Expense,INR
,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,Expense,INR
2017-03-31 22:08:00,Saving Bank account 1,Salary,Unknown,From workplace ,56102.0,Income,INR
2017-03-31 21:08:42,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
2017-03-31 21:07:22,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR
2017-03-31 21:06:32,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR
2017-03-31 21:03:22,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR
2017-03-31 21:02:45,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR
2017-03-31 21:01:20,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR
2017-03-31 21:00:41,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-03-31 10:20:31,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-30 20:15:18,Saving Bank account 1,Interest,Unknown,interest paid,508.0,Income,INR
2017-03-30 20:15:18,Saving Bank account 1,Household,Kirana,No Description,245.0,Expense,INR
2017-03-28 11:59:46,Cash,Food,beverage,Soda water,12.0,Expense,INR
2017-03-27 21:25:32,Saving Bank account 1,Household,Appliances,USB cord,260.0,Expense,INR
2017-03-27 21:25:08,Saving Bank account 1,Food,Milk,milk 1lit ,60.0,Expense,INR
2017-03-26 19:25:27,Saving Bank account 1,Household,Kirana,Smart,786.0,Expense,INR
2017-03-26 13:43:07,Saving Bank account 1,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-25 14:50:06,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-03-25 14:50:06,Saving Bank account 1,Gpay Reward,Unknown,reward Gpay,6.0,Income,INR
2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Tablet,29.0,Expense,INR
2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Jel,110.0,Expense,INR
2017-03-25 14:49:45,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR
2017-03-25 13:41:02,Cash,Health,Hospital,Doctor Fees,150.0,Expense,INR
2017-03-25 09:14:09,Cash,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-23 22:04:15,Saving Bank account 1,Family,Pocket money,No Description,3000.0,Expense,INR
2017-03-23 22:03:29,Saving Bank account 1,Food,beverage,3 sugarcane juice,60.0,Expense,INR
2017-03-23 13:49:11,Saving Bank account 1,Other,Unknown,Fifa 21 pc,1499.0,Expense,INR
2017-03-22 23:18:47,Cash,Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR
2017-03-22 23:16:53,Cash,Transportation,auto,No Description,50.0,Expense,INR
2017-03-22 23:14:21,Cash,Household,Furniture,Mattress advance,500.0,Expense,INR
2017-03-22 23:11:47,Cash,Transportation,auto,within city,33.0,Expense,INR
2017-03-22 23:11:47,Cash,Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR
2017-03-22 23:10:50,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
2017-03-22 23:10:50,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-22 06:57:25,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR
2017-03-20 11:45:21,Saving Bank account 1,Household,Appliances,2 Spike guard,450.0,Expense,INR
2017-03-19 13:28:22,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-03-18 09:41:44,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR
2017-03-18 09:41:44,Saving Bank account 1,Food,Grocery,No Description,160.0,Expense,INR
2017-03-18 09:41:44,Cash,Food,fruits,Grapes + apple + guava,310.0,Expense,INR
2017-03-16 20:40:52,Cash,Other,Unknown,scrap,70.0,Income,INR
2017-03-16 20:39:13,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR
2017-03-15 06:17:55,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR
2017-03-15 06:17:55,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR
2017-03-15 06:17:32,Cash,Food,Ice cream,2 softy,40.0,Expense,INR
2017-03-14 20:20:07,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR
2017-03-13 21:47:02,Cash,Food,Grocery,No Description,100.0,Expense,INR
2017-03-13 21:46:14,Cash,Household,Hardware,Wall hanging clipboard,400.0,Expense,INR
2017-03-13 21:30:25,Cash,Beauty,grooming,hair cut,100.0,Expense,INR
2017-03-13 14:08:00,Cash,Household,Hardware,ceiling fans repair,1600.0,Expense,INR
,Cash,Food,beverage,2 sugarcane juice,40.0,Expense,INR
,Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130.0,Expense,INR
,Cash,Culture,Movie,2 Batman tickets,440.0,Expense,INR
,Cash,Transportation,Train,2 Place 0 to Place 4 return,40.0,Expense,INR
,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
,Cash,Food,snacks,bhel + shev puri,60.0,Expense,INR
,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,Expense,INR
,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,INR
,Saving Bank account 1,Food,Milk,milk 1lit ,62.0,Expense,INR
,Saving Bank account 1,Food,snacks,3 plate kachori,72.0,Expense,INR
,Cash,Food,beverage,2 orange juices,100.0,Expense,INR
,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100.0,Expense,INR
,Saving Bank account 1,Food,Ice cream,naturals,150.0,Expense,INR
,Cash,Food,fruits,1 kg apple + grapes 0.5 kg,190.0,Expense,INR
,Cash,Food,Grocery,No Description,105.0,Expense,INR
,Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR
,Cash,Food,Milk,milk 1lit ,62.0,Expense,INR
,Cash,Food,breakfast,2 plate medu vada + 2 pcs dal vada,45.0,Expense,INR
,Cash,Apparel,Footwear,footwear repair,10.0,Expense,INR
,Cash,Household,Toiletries,plastic kharata + brush,140.0,Expense,INR
,Saving Bank account 1,Food,Grocery,No Description,949.0,Expense,INR
,Cash,Transportation,auto,Place 0 to sec 21,30.0,Expense,INR
,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
,Cash,Transportation,Train,Place 0 to Place 6 return 2,20.0,Expense,INR
,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
,Cash,Food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR
,Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,Expense,INR
,Cash,Household,Hardware,measuring tape,50.0,Expense,INR
2017-02-28 22:13:41,Cash,Transportation,Taxi,within city,40.0,Expense,INR
2017-02-28 22:13:41,Saving Bank account 1,Salary,Unknown,From workplace ,56021.0,Income,INR
2017-02-28 22:13:41,Cash,Food,Grocery,sabudana + rajgira ladu,85.0,Expense,INR
2017-02-28 22:13:04,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-28 22:11:09,Cash,Transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR
2017-02-28 22:09:39,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,INR
2017-02-28 22:09:27,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-02-28 22:09:03,Cash,Other,Unknown,fine,400.0,Expense,INR
2017-02-28 22:08:33,Saving Bank account 1,Food,Dinner,At restaurant,2421.0,Expense,INR
2017-02-28 22:07:25,Cash,Transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR
2017-02-28 22:06:58,Cash,Food,breakfast,sugarcane juice 2,30.0,Expense,INR
2017-02-28 22:01:48,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,Train,2 Santacruz return,80.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,auto,Santacruz to Kalina University,57.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,Train,2 TB return,40.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-27 18:31:38,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR
2017-02-27 09:18:03,Cash,Household,Appliances,3 Wall clock cell,55.0,Expense,INR
2017-02-27 09:17:17,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76.0,Expense,INR
2017-02-26 23:59:58,Cash,Transportation,Train,Place 0 to WS returns,20.0,Expense,INR
2017-02-26 23:59:09,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-26 10:54:45,Saving Bank account 1,Household,Kirana,No Description,846.0,Expense,INR
2017-02-26 00:01:25,Cash,Household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR
2017-02-26 00:00:25,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58.0,Expense,INR
2017-02-25 20:41:26,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500.0,Expense,INR
2017-02-25 20:41:26,Cash,Household,Appliances,tube and inverter fitting,1600.0,Expense,INR
2017-02-25 20:40:36,Cash,Household,Kitchen,hp cylinder,920.0,Expense,INR
2017-02-25 20:39:26,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR
2017-02-25 20:29:44,Saving Bank account 1,subscription,Tata Sky,No Description,100.0,Expense,INR
2017-02-25 13:21:15,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Grocery,milk 1 lit + butter milk,75.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Tea,3 tea yevle amrutullya,30.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Lunch,At restaurant,100.0,Expense,INR
2017-02-23 02:14:24,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,INR
2017-02-22 22:00:06,Cash,Education,Stationary,stamp pad,30.0,Expense,INR
2017-02-22 21:59:31,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR
2017-02-21 22:00:35,Cash,Food,snacks,pav vada,10.0,Expense,INR
2017-02-19 08:04:37,Cash,Money transfer,Unknown,To Family,23.0,Expense,INR
2017-02-19 08:04:37,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
2017-02-19 08:04:37,Cash,Education,Stationary,laminated colour print out,25.0,Expense,INR
2017-02-19 08:04:37,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,498.0,Expense,INR
2017-02-18 13:19:49,Cash,Family,Pocket money,No Description,500.0,Expense,INR
2017-02-18 11:12:58,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-16 17:32:36,Saving Bank account 1,Gift,Unknown,farewell contribution,400.0,Expense,INR
,Saving Bank account 1,Life Insurance,Unknown,No Description,11286.0,Transfer-Out,INR
2017-02-13 17:20:15,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
,Saving Bank account 1,Other,Unknown,laptop repair (format 350 + quick heal pro 500),850.0,Expense,INR
,Cash,Other,Unknown, courier,75.0,Expense,INR
,Cash,Food,snacks,single pav vada,10.0,Expense,INR
,Cash,Family,Pocket money,No Description,1000.0,Expense,INR
,Saving Bank account 1,Gift,Unknown,Handbag to Family,1499.0,Expense,INR
,Cash,Food,fruits,half kg chiku,30.0,Expense,INR
,Cash,Food,fruits,1 kg apple,140.0,Expense,INR
,Cash,Food,Grocery,vegetables,195.0,Expense,INR
,Saving Bank account 1,Food,Grocery,jira + toast pav kilo,110.0,Expense,INR
,Cash,Transportation,auto,within city,40.0,Expense,INR
,Cash,Transportation,Bus,N to M,330.0,Expense,INR
,Cash,Apparel,Laundry,clothes ironing,38.0,Expense,INR
,Saving Bank account 1,Food,beverage,5 pouch of shreejal,60.0,Expense,INR
,Cash,Food,snacks,samosa + sabudana vada,53.0,Expense,INR
,Cash,Food,Milk,half liter buffalo,30.0,Expense,INR
,Cash,Health,Medicine,meftal spas,8.0,Expense,INR
,Saving Bank account 1,Food,Dinner,parath + chicken biryani,412.25,Expense,INR
,Cash,Food,beverage,shreejal 1,12.0,Expense,INR
,Cash,Food,breakfast,parle top biscuits,10.0,Expense,INR
,Saving Bank account 1,Food,snacks,chicken roll,50.0,Expense,INR
,Saving Bank account 1,Food,Dinner,At restaurant,1160.0,Expense,INR
,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
,Saving Bank account 1,Food,Milk,half liter buffalo,33.0,Expense,INR
2017-01-31 09:22:32,Saving Bank account 1,Salary,Unknown,From workplace ,63101.0,Income,INR
2017-01-31 09:22:32,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-30 07:24:02,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-30 07:24:02,Cash,Food,snacks,single pav vada,15.0,Expense,INR
2017-01-29 20:20:15,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,INR
2017-01-29 20:19:46,Cash,Food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR
2017-01-29 19:26:04,Cash,Food,snacks,2 Shegaon kachori (nasik),30.0,Expense,INR
2017-01-29 19:24:54,Saving Bank account 1,Food,breakfast,brown bread,35.0,Expense,INR
2017-01-29 19:24:30,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-29 19:23:34,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-29 19:23:08,Cash,Transportation,Bus,2 tickets Place 2 to N,510.0,Expense,INR
2017-01-29 19:22:36,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-23 19:16:16,Saving Bank account 1,subscription,Tata Sky,No Description,181.0,Expense,INR
2017-01-23 11:27:32,Saving Bank account 1,Gift,Unknown,Birthday gift,649.0,Expense,INR
2017-01-22 19:20:35,Saving Bank account 1,Family,Pocket money,No Description,2000.0,Expense,INR
2017-01-22 19:20:19,Cash,Food,Grocery,No Description,410.0,Expense,INR
2017-01-21 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,149.0,Expense,INR
2017-01-20 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-01-19 00:13:03,Cash,Food,snacks,2 Bombay vada pav,20.0,Expense,INR
2017-01-19 00:12:27,Saving Bank account 1,Family,medicine,syrup,145.0,Expense,INR
2017-01-16 16:02:53,Cash,Transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR
2017-01-16 11:01:54,Saving Bank account 1,Household,Furniture,chair pair,2400.0,Expense,INR
2017-01-16 08:25:05,Saving Bank account 1,Other,Unknown,adhar pvc card order,50.0,Expense,INR
2017-01-15 08:25:53,Cash,Food,Grocery,chole + shev,140.0,Expense,INR
2017-01-15 08:25:53,Cash,Food,Grocery,fruits and vegetables + kirana,540.0,Expense,INR
,Cash,Food,Grocery,3 chips packets + bread,45.0,Expense,INR
,Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),90.0,Expense,INR
,Cash,Food,fruits,1 kg apple + bananas,160.0,Expense,INR
,Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99.0,Expense,INR
,Cash,Beauty,grooming,hair cut+shaving,80.0,Expense,INR
,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
,Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,50.0,Expense,INR
,Saving Bank account 1,Food,snacks,woffel,175.0,Expense,INR
,Cash,Transportation,auto,Current Residence to hotel on highway,50.0,Expense,INR
,Saving Bank account 1,Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,Expense,INR
,Saving Bank account 1,Food,Dinner,veg paneer tikka 3 roti,294.0,Expense,INR
,Cash,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
,Cash,Household,Appliances,moscuito racket,200.0,Expense,INR
,Saving Bank account 1,Food,snacks,4 Shegaon kachori,48.0,Expense,INR
,Cash,Household,Appliances,inverter battery check,100.0,Expense,INR
,Cash,Food,Grocery,biscuits+icecream,40.0,Expense,INR
,Saving Bank account 1,subscription,Edtech Course,No Description,2816.92,Expense,INR
,Cash,Food,Grocery,fruits and vegetables,140.0,Expense,INR
,Cash,Food,chocolate,Pastry 2,50.0,Expense,INR
,Cash,Food,Tea,yevle amrutullya,20.0,Expense,INR
,Saving Bank account 1,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
,Cash,Food,Lunch,2 uttapam,310.0,Expense,INR
,Cash,Food,Water,No Description,70.0,Expense,INR
,Cash,Food,Lunch,farm house pizza,330.0,Expense,INR
,Cash,Culture,Movie,Imax 3D,400.0,Expense,INR
,Cash,Transportation,train,Place 0 to WS returns,20.0,Expense,INR
,Cash,Transportation,auto,Current Residence to Place 0,60.0,Expense,INR
,Cash,Household,Kitchen,belan,110.0,Expense,INR
,Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386.0,Expense,INR
,Saving Bank account 1,Food,Grocery,fruits and vegetables,510.0,Expense,INR
,Saving Bank account 1,Health,Medicine,antibiotics,354.0,Expense,INR
,Cash,Food,Grocery,1kg atta,40.0,Expense,INR
,Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,50.0,Expense,INR
,Saving Bank account 1,Food,Dinner,pizza meal,340.0,Expense,INR
,Saving Bank account 1,Health,Hospital,Doctor Fees,300.0,Expense,INR
,Saving Bank account 1,Money transfer,Unknown,No Description,100000.0,Expense,INR
2016-12-31 20:11:24,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR
2016-12-31 20:11:24,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,INR
2016-12-31 19:34:55,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR
2016-12-31 17:39:16,Saving Bank account 1,Gift,Unknown,Birthday gift,1096.0,Expense,INR
2016-12-31 15:40:02,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24.0,Expense,INR
2016-12-31 15:39:35,Saving Bank account 1,Food,Lunch,veg fried rice,170.0,Expense,INR
2016-12-31 13:48:53,Saving Bank account 1,Salary,Unknown,From workplace ,56574.0,Income,INR
2016-12-31 13:47:26,Cash,subscription,Edtech Course,EMI 1,2816.0,Expense,INR
2016-12-31 09:09:24,Saving Bank account 1,Food,Grocery,edible oil,160.0,Expense,INR
2016-12-30 21:30:17,Cash,Transportation,auto,Permanent Residence to bus stand,100.0,Expense,INR
2016-12-29 19:17:33,Cash,Other,Unknown,xerox,25.0,Expense,INR
2016-12-29 19:16:32,Cash,Food,snacks,2 chips packets,10.0,Expense,INR
2016-12-29 18:06:14,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,Expense,INR
2016-12-29 09:00:28,Saving Bank account 1,subscription,Tata Sky,No Description,214.0,Expense,INR
2016-12-29 07:56:02,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,INR
2016-12-29 07:40:31,Saving Bank account 1,Gift,Unknown,Nokia 215 mobile for Aai,3195.0,Expense,INR
2016-12-28 18:41:14,Cash,Food,Grocery,Monaco biscuits,10.0,Expense,INR
2016-12-28 18:40:50,Saving Bank account 1,Other,Unknown,specs,1780.0,Expense,INR
2016-12-25 14:10:11,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-22 11:15:36,Saving Bank account 1,Gift,Unknown,farewell contribution,285.0,Expense,INR
2016-12-22 10:39:06,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,INR
2016-12-21 21:57:01,Saving Bank account 1,Family,clothes,sweater,1874.0,Expense,INR
2016-12-21 19:59:20,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,251.8,Expense,INR
2016-12-21 19:58:12,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,INR
2016-12-19 18:29:12,Cash,Food,snacks,2 dabeli,30.0,Expense,INR
2016-12-19 18:28:42,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,49.0,Expense,INR
2016-12-19 17:08:11,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,Expense,INR
2016-12-19 17:07:37,Cash,Food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR
2016-12-18 20:18:54,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
2016-12-18 20:18:37,Saving Bank account 1,Family,Pocket money,No Description,2000.0,Expense,INR
2016-12-17 13:42:36,Saving Bank account 1,Bonus,Unknown,reward Gpay,11.0,Income,INR
2016-12-17 13:42:21,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-14 21:43:10,Cash,Food,vegetables,No Description,200.0,Expense,INR
2016-12-13 21:43:57,Cash,Other,Unknown,kalnirnay calender,35.0,Expense,INR
2016-12-13 21:42:22,Cash,Household,Toiletries,oralB toothbrush with cap,25.0,Expense,INR
2016-12-13 18:20:35,Saving Bank account 1,Gift,Unknown,farewell contribution,350.0,Expense,INR
,Cash,Other,Unknown,jeevan drop,45.0,Expense,INR
,Cash,Health,Hospital,Doctor Fees,200.0,Expense,INR
,Saving Bank account 1,Health,Medicine,eye drop maxmoist,257.0,Expense,INR
,Cash,Food,Ice cream,chocobar,30.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,No Description,1000.0,Expense,INR
,Saving Bank account 1,Recurring Deposit,Unknown,No Description,1000.0,Expense,INR
,Saving Bank account 1,Food,Grocery,cheese cubes(2),30.0,Expense,INR
,Saving Bank account 1,Other,Unknown,OTT Platform 1 subscription,199.0,Expense,INR
,Cash,Family,medicine,tonic,155.0,Expense,INR
,Cash,Food,vegetables,gilke,25.0,Expense,INR
,Cash,Food,vegetables,kadhipatta + 2 lemon,10.0,Expense,INR
,Cash,Food,vegetables,kandyachi paat,8.0,Expense,INR
,Cash,Food,vegetables,tomato,30.0,Expense,INR
,Cash,Food,vegetables,onion 1 kg,25.0,Expense,INR
,Cash,Food,vegetables,val + methi + lady finger,50.0,Expense,INR
,Cash,Food,vegetables,carrets + brinjal + flower,90.0,Expense,INR
,Cash,Food,snacks,3 chips packets,15.0,Expense,INR
,Cash,Food,snacks,pav bhaji pav 3 packets (8pcs each),45.0,Expense,INR
,Cash,Food,fruits,8 bananas,20.0,Expense,INR
,Cash,Food,Grocery,Colgate max fresh medium,55.0,Expense,INR
,Cash,Food,chocolate,2 milkybar,20.0,Expense,INR
,Saving Bank account 1,Investment,Public Provident Fund,No Description,40000.0,Expense,INR
2016-11-30 20:00:34,Saving Bank account 1,Family,clothes,leggings,500.0,Expense,INR
2016-11-30 13:56:42,Saving Bank account 1,Salary,Unknown,From workplace ,56586.0,Income,INR
2016-11-30 11:33:19,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
2016-11-30 11:32:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-30 06:53:26,Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,98.0,Expense,INR
2016-11-29 21:44:34,Cash,Family,misc,Himalaya shampoo,60.0,Expense,INR
2016-11-28 18:04:08,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,20500.0,Expense,INR
2016-11-28 18:03:47,Cash,Other,Unknown,flour mill,8.0,Expense,INR
2016-11-28 06:17:10,Cash,Food,Ice cream,mava 1 large,20.0,Expense,INR
2016-11-25 09:28:23,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
2016-11-25 09:27:45,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-21 09:41:12,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-21 09:41:12,Cash,Health,Medicine,strepsils,15.0,Expense,INR
2016-11-21 09:41:12,Cash,Transportation,auto,within city,70.0,Expense,INR
2016-11-20 11:58:05,Cash,Transportation,auto,Locality V to Permanent Residence,50.0,Expense,INR
2016-11-19 12:12:00,Cash,Food,chocolate,poppins,2.0,Expense,INR
2016-11-19 12:12:00,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-19 12:12:00,Cash,Food,Water,two water bottles,40.0,Expense,INR
2016-11-19 12:12:00,Cash,Other,Unknown,Sayaji baug express (50/adult),100.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,auto,ola auto - BRC ,40.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,Bus,Place T to brc,94.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,Expense,INR
2016-11-19 11:58:28,Cash,Food,beverage,lemon juice ( 20/person),40.0,Expense,INR
2016-11-19 11:58:28,Cash,Other,Unknown,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,Expense,INR
